rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,day,month,year,given_name_soundex,given_name_nysiis,surname_soundex,surname_nysiis,match_id
rec-981-dup-0,benwedict,coleman,23,huntawyle,summervill e crescent,avondale heights,4560,wa,27,03,1938,B532,BANWADACT,C455,CALANAN,2522
rec-24-org,finley,vincent,59,galway place,pieracle,,2420,vic,23,04,1990,F540,FANLY,V525,VANCAD,2743
rec-928-dup-1,mia,tamasauskas,11,rollston street,riverview terraces,northnridge,6147,nsw,,,,M000,M,T522,TANASASC,4107
rec-237-dup-0,shantal,mckinnpll,1,mceachern crescent,blueberry,ruse,2324,qld,15,07,1962,S534,SANTAL,M251,MCANPL,4109
rec-698-dup-0,bradley,bishop,13,newman morris circuit,shikoah,wickepin,2711,wa,04,06,1942,B634,BRADLY,B210,BASAP,3538
rec-186-dup-0,tansy,nekar,69,boddington crescent,eulong,campie,2650,nsw,04,08,1919,T520,TANSY,N260,NACAR,4110
rec-444-dup-0,mocrom,zachariah,8,dixon d rive,bletchly park,toowoomba,2068,wa,03,08,1902,M265,MACRAN,Z260,ZACAR,4114
rec-1881-dup-0,wilson,pinto,11,boustead circuit,jewellsmed ical centre,granville,3161,qld,29,12,1997,W425,WALSAN,P530,PANT,73
rec-390-org,max,campbell,18,axon street,wandana,vermont,4128,vic,14,03,1964,M200,MAX,C514,CANPBAL,4020
rec-1695-dup-0,lydia,mccaryhy,6,mckilloplcircuit,telemon orchards,mountpleasant,4670,nsw,20,12,1975,L300,LYD,M260,MCARY,29
rec-1087-dup-3,harriet,haeg,40,togo p lace,carav park,vale park,2300,nsw,03,02,1995,H630,HARAT,H200,HAG,4123
rec-1980-dup-3,braicen,ewald,7,kambah exchange street,petriwil,yangebup,4074,vic,04,11,1963,B625,BRACAN,E430,EALD,2001
rec-1579-dup-0,timothy,masdn,18,barrierwstreet,sec 443 bellamour,parkholme,2029,wa,24,10,1906,T530,TANATY,M235,MASDN,1584
rec-415-dup-0,heathoer,white,97,doonkuna street,millenium towers,vermont,3822,vic,,,,H360,HATAR,W300,WAT,4128
rec-1179-dup-1,priest,lily,29,nemarang crescent,yellow dam,westmead,2205,tas,05,12,1940,P623,PRAST,L400,LALY,4133
rec-416-org,luke,lowe,15,mofflin street,barwite,,2287,nsw,01,06,1940,L200,LAC,L000,LAO,-1
rec-107-dup-4,christopher,vilums,14,renestreet,,crowsm nest,4754,sa,27,11,1985,C623,CRASTAFAR,V452,VALAN,1853
rec-1410-dup-2,ayden,white,7,wittenoom crescent,ocean park towers,garrsn,2506,vic,30,08,1939,A350,AYDAN,W300,WAT,4146
rec-346-org,luke,goldsworthy,50,wheeler crescent,glenburn,ingleburn,6042,nsw,11,07,1976,L200,LAC,G432,GALDSWARTY,4151
rec-380-dup-4,oliver,bendyk,42,tallar parkway,yarragin,queenscliff,2184,vic,10,03,1910,O416,OLAVAR,B532,BANDYC,4162
rec-528-dup-4,rosie,runlde,50,sturtalvenue,talonmane,bundaberg,2263,nt,09,11,1975,R200,RASY,R543,RANLD,527
rec-1489-dup-1,emiioy,berry,3,tenison-woods circuit,,ashfield,6169,nsw,27,05,1978,E500,ENY,B600,BARY,315
rec-1231-org,emma,pollidorou,90,messenger street,hinton brook,bacchus marsh,2868,nsw,29,08,1971,E500,EN,P436,PALADAR,-1
rec-1026-org,xani,green,2,phillip avenue,abbey green,armidale,5108,nsw,10,04,1939,X500,XAN,G650,GRAN,4168
rec-600-dup-0,kyle,bizjak,60,ferrier p lace,yarrimbah,boyanup,3074,nsw,03,11,1970,K400,CYL,B220,BASJAC,3540
rec-1266-org,oliver,siviour,22,mcgowan street,omeo,brinkin,2642,qld,31,03,1973,O416,OLAVAR,S160,SAVAR,-1
rec-871-org,sana,ryan,17,magenta square,never-never lodge,jamboree heights,2065,vic,05,06,1921,S500,SAN,R500,RYAN,-1
rec-639-dup-0,emmet,geor ge,0,curtin shoping centre,palmlake resort,newington,4860,sa,06,08,1986,E530,ENAT,G620,GARG,3004
rec-605-dup-0,emiily,redmond,10,woodhouse place,wahonga,firle,3717,vic,23,10,1938,E540,ENALY,R355,RADNAD,3934
rec-1072-dup-3,samuel,colemqan,60,backhouse street,barwala,quorn,3147,nsw,04,10,1954,S540,SANAL,C452,CALANGAN,3331
rec-1567-org,tahni,reid,50,noarlunga crescent,bowan downs,batlow,2906,qld,30,01,1910,T500,TAN,R300,RAD,-1
rec-296-dup-0,richmond,sarsha,135,pepper tree,kalgoorlie crescent,lilydale,3031,nsw,07,06,1959,R255,RACNAD,S620,SARS,3249
rec-274-dup-1,charlotte,robson,3,dickinson street,,nareklan,4551,wa,30,03,1985,C643,CARLAT,R125,RABSAN,4176
rec-461-org,lochlan,malor,10,albermarle place,ponderosa,woori yallock,5355,qld,20,07,1978,L245,LACLAN,M460,MALAR,4186
rec-223-dup-1,noah,mason,5,,stjames,burwood,2142,sa,03,01,1910,N000,N,M250,MASAN,4191
rec-1241-dup-0,trey,ballanfyne,425,wynter p lace,belmore river,laberouche,4124,vic,09,02,1996,T600,TRY,B451,BALANFYN,4194
rec-1117-dup-0,webbo,jasper,16,balala place,tourist caravn park,osborne park,5032,vic,03,12,1940,W100,WAB,J216,JASPAR,4202
rec-1044-dup-2,nicole,carbone,46,schlich street,simpson arm ybarracks,toowong,3000,wa,26,09,1903,N240,NACAL,C615,CARBAN,4212
rec-764-dup-0,jacob,ryan,172,davidson wtreet,,brisbane,6167,nsw,31,05,1996,J210,JACAB,R500,RYAN,2424
rec-598-dup-0,madeline,purtell,110,denns street,,frankuin,4570,qld,21,11,1981,M345,MADALAN,P634,PARTAL,4216
rec-1392-org,isabelle,soave,64,bonnor close,bayford cottage,wallan,2144,vic,27,03,1908,I214,ISABAL,S100,SAV,-1
rec-847-dup-2,abby,toseland,55,haines street,hilldale,mosman,8277,sa,30,08,1910,A100,ABY,T245,TASALAD,2140
rec-372-dup-1,kailet,kooymans,35,la perouse street,masonic memorial village,redhill,2131,sa,13,08,1931,K430,CALAT,K552,CAYNAN,4220
rec-260-dup-3,robin,morrisn,14,markham street,balmaincove,broadmeadops,6169,vic,24,01,1925,R150,RABAN,M625,MARASN,3019
rec-1097-dup-0,isabella,theodore,269,,nikoa,rena,2446,vic,02,11,1971,I214,ISABAL,T360,TADAR,1954
rec-1555-dup-1,charlee,hugelamnn,8,martley circuit,eddington,mosman,4802,sa,21,09,1949,C640,CARLY,H245,HAGALAN,4224
rec-919-org,grace,mason,44,henty street,,port macquarie,2370,tas,30,03,1920,G620,GRAC,M250,MASAN,3001
rec-711-dup-1,,clarke,97,merfieldplace,the meadows,bull creek,2830,act,,,,,,C462,CLARC,2437
rec-642-dup-3,katelyn,colegate,55,fiveash street,retirement village,londonderry,2195,nsw,28,08,1928,K345,CATALYN,C423,CALAGAT,211
rec-1290-dup-0,jameg,mccarthy,121,tillyarddrive,amherst village,,5268,qld,14,07,1935,J520,JANAG,M263,MCARTY,2720
rec-733-org,matthew,webb,61,napier close,,noble park,2079,nsw,08,01,1985,M300,MATAE,W100,WAB,-1
rec-569-dup-1,tommy,spinato,29,howiec urt,pinnacles caravn park,mooloolaba,3356,nsw,29,11,1982,T500,TANY,S153,SPANAT,542
rec-1453-org,rosie,stanley,352,lowrie street,rowethorpe,albury,3194,nsw,24,04,1903,R200,RASY,S354,STANLY,-1
rec-1322-dup-1,finlhy,white,15,goodwinstreet,meemar,salisbury heights,4228,qld,09,03,1970,F540,FANLY,W300,WAT,4232
rec-557-dup-1,taars,pegg,32,edmondson street,crowden,kiara,2528,qld,25,04,1909,T620,TAR,P200,PAG,2590
rec-1219-org,caitlin,couzens,2,kurundi place,abbey fields,sandhill,3043,nsw,04,12,1932,C345,CATLAN,C252,CASAN,-1
rec-1111-dup-0,sach,jasmwine,1,goble street,renown,gawler west,2301,nsw,09,11,1979,S200,SAC,J255,JASNWAN,1247
rec-123-org,stephanie,dinh,607,mackay crescent,bowan downs,kilsyth,2196,nsw,11,08,1970,S315,STAFANY,D500,DAN,-1
rec-445-org,caitlin,cronshaw,88,sturdee crescent,,bundaberg,5290,vic,25,11,1974,C345,CATLAN,C652,CRANS,-1
rec-1222-dup-1,joshua,kirimovs,19,slessor cbrescent,anglican guest village,christie downs,5041,vic,14,07,1932,J200,JAS,K651,CARANAV,4239
rec-1671-org,olivia,shepherd,39,burnage place,rowethorpe,winston hills,3183,nsw,07,09,1932,O410,OLAV,S163,SAFAD,50
rec-965-dup-0,ciaarn,nguyen,12,woollum dthreet,molinev illage,berwick,6157,qld,14,08,1986,C650,CARN,N250,NGAYAN,2004
rec-544-org,chelsea,rees,69,shumack street,flt 40,tongala,4300,wa,04,02,1955,C420,CALS,R200,R,-1
rec-846-org,rourke,hoffman,49,ainslie avenue,rockleigh cottage,barooga,3018,vic,26,12,1939,R620,RARC,H155,HAFNAN,-1
rec-1111-dup-1,jasmine,sah,1,goble street,renown,gawler west,2031,nsw,09,11,1979,J255,JASNAN,S000,S,1248
rec-1475-dup-0,william,panagaris,39,dryandra street,,teesdale,5554,vic,24,08,1924,W450,WALAN,P526,PANAGAR,4243
rec-1484-dup-3,darcie,priest,66,sid barnes crescent,kinglakec entral,dianeola,3011,vic,11,09,1957,D620,DARCY,P623,PRAST,4251
rec-84-dup-1,meaagn,mcphie,3,groom stieet,wonba,box hill south,4350,qld,02,10,1939,M250,MAGN,M210,MCFY,4256
rec-653-org,samantha,green,46,malindi place,harbison vlge,dromana,3131,wa,28,03,1920,S553,SANANT,G650,GRAN,-1
rec-46-dup-2,ethan,campbell,0,reuther street,,moorook,4709,nsw,09,10,1933,E350,ETAN,C514,CANPBAL,4261
rec-77-dup-3,adam,eveston,11,kirkladn circuit,warrawong,,2192,act,23,06,1994,A350,ADAN,E123,EVASTAN,4274
rec-1883-dup-2,tara,ngyen,8,dalley crescent,the palms village,kingaroy,2607,nsw,19,10,1959,T600,TAR,N250,NGYAN,874
rec-1750-dup-1,melaniye,bouras,74,gorge cree k orchards,inwood place,hoppers crssing,2203,nsw,16,10,1997,M450,MALANAY,B620,BAR,3647
rec-1639-org,lara,plovanic,14,marcus clarke street,pleasant acres,seven hills,4567,nsw,27,08,1902,L600,LAR,P415,PLAVANAC,-1
rec-1125-org,mitchell,palachicky,10,adinda street,wiltona,st clair,3021,qld,02,05,1920,M324,MATCAL,P422,PALACACY,-1
rec-668-org,imogen,braithwaite,15,rosman circuit,,nhill,7173,qld,31,01,1908,I525,INAGAN,B633,BRATWAT,3486
rec-105-dup-0,joel,ejlak,61,eppalock street,,taigum,2644,nsw,02,11,1935,J400,JAL,E242,EJLAC,3515
rec-1148-org,silas,noble,235,ainsworth street,yongala,clayton,2281,wa,08,12,1921,S420,SAL,N140,NABL,4285
rec-611-dup-0,joshua,clarke,25,kingsford smith drive,,taig um,6108,vic,09,11,1996,J200,JAS,C462,CLARC,1460
rec-923-org,carlin,dabinet,8,holden place,swinger hill,southern river,2730,sa,06,08,1955,C645,CARLAN,D153,DABANAT,3620
rec-1673-org,maddison,green,36,knoke avenue,kimberley,mount eliza,4067,wa,21,08,1986,M325,MADASAN,G650,GRAN,-1
rec-495-org,troy,laing,55,tidbinbilla road,tourist park,huonville,2088,vic,28,10,1906,T600,TRY,L520,LANG,4289
rec-1851-dup-3,madeleine,bibb,22,henty street,walea,nambour,5400,tas,02,09,1997,M345,MADALAN,B100,BAB,4300
rec-1985-org,holly,shepherd,44,castlereagh crescent,dalkeith cottage,eaton,6060,vic,16,08,1998,H400,HALY,S163,SAFAD,1168
rec-73-org,blake,aldous,4,yambina crescent,north dara,west perth,3805,nsw,17,10,1981,B420,BLAC,A432,ALD,4308
rec-725-org,victoria,pulford,7,summerville crescent,,black rock,2315,vic,07,07,1924,V236,VACTAR,P416,PALFAD,4314
rec-1425-dup-0,,rundle,2,eaglemont retreat,laalgaryhs,prospect,6168,qld,03,01,1907,,,R534,RANDL,1287
rec-633-org,william,pascoe,4,messenger street,browne's reef,coffs harbour,4670,nsw,20,07,1944,W450,WALAN,P200,PASC,4320
rec-29-dup-1,aidan,horsley,25,rosenthal street,wattlesbrae,irvingdale,3082,vic,04,10,1916,A350,ADAN,H624,HARSLY,3353
rec-895-dup-0,holly,nguyen,1,pope street,kilnacrott,westfield,5253,nsw,20,11,1921,H400,HALY,N250,NGAYAN,4323
rec-658-dup-0,quinn,godfrey,21,duffy ytreet,arders ier,highton,3165,vci,22,01,1945,Q500,QAN,G316,GADFRY,380
rec-1953-dup-0,joel,ryan,62,lance hill avenue,cameiroo,forets hill,370,nsw,15,06,1972,J400,JAL,R500,RYAN,588
rec-524-dup-2,xavier,david,10,mcluckie qcrescent,glenbrae,murdoch,3143,sa,23,03,1932,X160,XAVAR,D130,DAVAD,2542
rec-643-dup-0,emiily,,173,star close,silverweir,yarram,4505,vic,02,04,1995,E540,ENALY,,,4324
rec-1990-dup-1,emma,golder,381,fullerton crescent,careybpark,campsie,2107,qld,19,04,1926,E500,EN,G436,GALDAR,4335
rec-935-dup-1,brydee,westermann,13,burkitt street,mlc cent re,banks,3350,vic,26,01,1991,B630,BRYDY,W236,WASTARNAN,681
rec-1690-dup-1,tohmas,white,706,monaro crescent,birrablila,point lonsdale,2098,vic,18,08,1931,T520,TAN,W300,WAT,151
rec-137-org,emiily,morrison,15,jinka street,tillabudgery,st andrews,4812,vic,21,11,1943,E540,ENALY,M625,MARASAN,-1
rec-882-dup-1,,white,20,parker street,m o,calliope,4514,sa,29,03,1943,,,W300,WAT,4341
rec-381-org,cooper,dandie,54,coates place,the manor garden,pakenham,6210,vic,01,02,1949,C160,CAPAR,D530,DANDY,4344
rec-1094-dup-1,cathwrine,graue,88,maranboy street,walhalla,brookfield,2207,nsw,17,09,1907,C365,CATWRAN,G600,GR,4347
rec-1971-org,kylee,papageorgiou,320,bunton place,wyoming park,northbridge,2700,vic,19,09,1936,K400,CYLY,P126,PAPAGARG,4349
rec-637-dup-1,timothy,bellchambers,0,,medical cdntre,pymbld,2323,vic,23,07,1921,T530,TANATY,B425,BALCANBAR,4351
rec-277-dup-1,juliana,petersen,25,currong sotreet,admiralty quays,glenside,5280,nsw,10,05,1961,J450,JALAN,P362,PATARSAN,1197
rec-769-org,madeline,gudelj,21,mailey retreat,brentwood vlge,north gregory,3030,qld,03,11,1988,M345,MADALAN,G342,GADALJ,-1
rec-141-dup-0,oliver,seo,15,outtrim avenue,hd allenby,emerald,2298,qld,03,12,1989,O416,OLAVAR,S000,S,4042
rec-836-org,sachin,garcia,20,tanderra crescent,villa 2,geraldton,2705,sa,19,09,1932,S250,SACAN,G620,GARC,3874
rec-1009-dup-2,kranz,alex,35,ogden close,aitnre,kirribilli,5209,vic,22,10,1995,K652,CRAN,A420,ALAX,2924
rec-1749-dup-1,,baillie,27,agnewstreet,cuthberts court,nichlls,3109,qld,08,11,1919,,,B400,BALY,4354
rec-1002-org,xavier,matson,10,marchant circuit,rankin park,kellyville,2085,vic,02,02,1962,X160,XAVAR,M325,MATSAN,4356
rec-161-dup-4,blake,thiesseh,6,kilburn close,wandarri,sandfly,2576,nsw,21,03,1921,B420,BLAC,T200,TAS,2402
rec-1143-dup-2,benjamih,white,1,kitchener street,greenhills,minchinbury,4109,wa,,,,B525,BANJAN,W300,WAT,4363
rec-395-dup-0,olivia,green,47,mugga way,dunoon (cnr acmpt r road,avenel lheights,6148,vic,29,10,1905,O410,OLAV,G650,GRAN,4367
rec-200-org,danielle,rollins,325,kleinig street,killarney,the basin,4300,nsw,17,05,1955,D540,DANAL,R452,RALAN,-1
rec-1531-dup-0,bethanie,reid,48,rosedale,maxworthy street,koongal,4210,qld,27,11,1964,B350,BATANY,R300,RAD,4368
rec-443-dup-2,joshua,hoh,97,sommerald place,coralyn,eight mile plains,3178,vic,22,04,1926,J200,JAS,H000,H,936
rec-967-org,eliza,sherriff,30,a'beckett street,,emerald,4280,nsw,27,10,1947,E420,ELAS,S610,SARAF,2286
rec-1707-dup-1,,gillard,62,matina street,,newocmb,4107,wa,03,02,1976,,,G463,GALAD,1300
rec-73-dup-2,boake,aldous,4,yambina crescent,north dara,west perth,3805,nsw,17,10,1981,B200,BAC,A432,ALD,4309
rec-1585-dup-0,camefon,clarke,39,fihelly street,,,2200,nsw,18,12,1982,C515,CANAFAN,C462,CLARC,2529
rec-426-org,annabelle,weetra,4,firbank close,fronda,riverhills,2025,sa,20,04,1949,A514,ANABAL,W360,WATR,3228
rec-146-org,lachlan,steinmetz,37,hodgson crescent,anzac house (cnr archer s street,smithfield plains,2500,tas,05,06,1956,L245,LACLAN,S353,STANAT,-1
rec-682-dup-1,nathan,kunvik,15,bunduluk crescent,aremar,ashfild,3149,nsw,26,09,1910,N350,NATAN,K512,CANVAC,4372
rec-475-org,ella,burnell,30,adkinson close,leith,auburn,4558,qld,19,03,1936,E400,EL,B654,BARNAL,4378
rec-397-dup-1,matthew,brookhouse,0,goodparla street,timdooli n,highett,2170,nsw,15,11,1910,M300,MATAE,B622,BRACKAS,1286
rec-701-org,courtney,schuster,12,conigrave place,cuthberts court,echunga,4380,nsw,18,11,1980,C635,CARTNY,S236,SASTAR,-1
rec-85-dup-4,alka,wilknis,0,jervois street,cerbru,coolaroo,6298,nsw,17,10,1947,A420,ALC,W425,WALN,1719
rec-876-org,lachlan-john,rivers,5,perier place,oakdale,ringwood,4313,nsw,04,09,1996,L245,LACLANJAN,R162,RAVAR,1478
rec-549-org,edward,millar,48,oster place,lockwood,somerton park,6509,vic,13,04,1939,E363,EDWAD,M460,MALAR,-1
rec-646-dup-0,reid,elana,96,vallanc e place,allandale aged care facility,somerton park,2821,nsw,26,02,1963,R300,RAD,E450,ELAN,4381
rec-557-org,tara,pegg,32,edmondson street,crowden,kiara,2528,qld,25,04,1909,T600,TAR,P200,PAG,2590
rec-826-dup-1,amy,chaneler,65,plant road,blck 1 089,findom,2086,,15,07,1951,A500,ANY,C546,CANALAR,2322
rec-909-org,amber,mckiernan,381,crommelin place,sec 487 moorooroo,port macquarie,2257,qld,07,09,1992,A516,ANBAR,M265,MCARNAN,-1
rec-688-dup-1,kelsey,ferris,11,champion p lace,rosebrook,boronia heights,2063,nsw,01,06,1913,K420,CALSY,F620,FAR,4383
rec-633-dup-2,pascoe,samant ha,4,messenge r street,brown'es reef,coffs haebour,4670,nsw,,,,P200,PASC,S553,SANANT,4321
rec-876-dup-0,lachlan-john,rivers,5,perier place,oakdlae,ringwood,4313,nsw,04,09,1996,L245,LACLANJAN,R162,RAVAR,1479
rec-1728-dup-0,noble,lillian,2,mcclelland avenue,vilal 2,cable ebach,4211,wa,16,07,1965,N140,NABL,L450,LALAN,4386
rec-1103-dup-1,indiana,goonan,4,sparkes close,corinella glen,carndgie,3135,nsw,13,03,1961,I535,INDAN,G550,GANAN,3789
rec-980-dup-1,spyke,karlsen,4,northam street,,southbank,2320,wa,29,10,1964,S120,SPYC,K642,CARLSAN,1438
rec-668-dup-0,imogen,braithw aite,779,rosman circuit,summerdale mepdical centre,nhill,7173,qld,31,01,1908,I525,INAGAN,B633,BRATWAT,3487
rec-452-dup-1,judah,jeffries,0,newman morrix circuit,tinaro ofalls,canterbury,2162,nsw,06,09,1935,J300,JAD,J162,JAFR,3374
rec-804-dup-2,adriana,agius,19,wakelinc ircuit,,werrington,4670,vic,13,06,1974,A365,ADRAN,A220,AG,4398
rec-312-dup-0,jacobie,tilleq,0,studley steet,rose avle,riverwood,4869,qld,,,,J210,JACABY,T420,TALAG,4409
rec-447-dup-0,willism,rudd,10,blacklock close,,springvale south,4680,nsw,05,08,1926,W425,WALASN,R300,RAD,4413
rec-41-org,brodee,brain,25,kitchener street,,ashgrove,6123,vic,23,06,1925,B630,BRADY,B650,BRAN,-1
rec-1320-dup-2,amber,kexel,49,daintree crxescent,,new farm,4016,vic,,,,A516,ANBAR,K240,CAXAL,1614
rec-993-dup-4,jake,wesbtrook,15,booroondara street,ascot park,salisbury east,2074,nsw,15,11,1900,J200,JAC,W213,WASBTRAC,3832
rec-668-dup-4,braitwaite,imogen,15,rosman c ircuit,,tarigna,7173,qld,31,01,1908,B633,BRATWAT,I525,INAGAN,3488
rec-1069-dup-0,connor,moerlakd,38,arthur circle,red cros s units,greenwpod,2680,wa,22,12,1935,C560,CANAR,M642,MARLACD,1400
rec-1620-dup-0,abby,drechsler,16,nicholson crescent,villa32,mount evelyn,2200,nsw,09,04,1908,A100,ABY,D624,DRACSLAR,3415
rec-1543-dup-2,jarvis,mattgews,95,derrington crescent,the medaows,centennial park,2073,nsw,15,03,1975,J612,JARV,M322,MATGAE,3471
rec-594-dup-1,waller,hugh,50,jalanga c rescent,grangmeore,rye,4740,qld,20,02,1902,W460,WALAR,H200,HAG,4415
rec-1991-dup-4,kai,white,8,cockcroft avenue,allunga,parramatta,4179,,09,10,1955,K000,C,W300,WAT,512
rec-54-dup-2,dillon,stubns,40,murphy ktreet,,salisburyeast,7305,sa,18,10,1985,D450,DALAN,S315,STABN,3849
rec-233-org,alisha,myles,38,shumack street,greengrove,fadden,2835,qld,29,09,1954,A420,ALAS,M420,MYL,-1
rec-378-org,roy,royle,7,endeavour street,lake kennedy street,cowell,2580,nsw,29,05,1925,R000,RY,R400,RAYL,1860
rec-1501-org,jasmin,bocchino,3,brickhill place,lake chatsworth,roxburgh park,6101,nsw,03,06,1986,J255,JASNAN,B250,BACAN,-1
rec-1643-org,joanna,dooley,35,cleeve place,warra-gan,bethania,2220,qld,13,05,1993,J500,JAN,D400,DALY,4417
rec-1579-dup-2,alec,mason,18,barrier srreet,sec 443 bellamour,park holme,2029,wa,24,10,1906,A420,ALAC,M250,MASAN,1585
rec-825-dup-2,neve,kiss,232,mcmaster treet,brinjarry,belmont north,3134,qld,30,12,1990,N100,NAF,K200,C,4424
rec-1131-dup-1,lauren,heenna,15,warland place,belbee,st clakr,3630,sa,30,06,1949,L650,LARAN,H500,HAN,4429
rec-210-org,lachlan,tebbutt,457,jim pike avenue,bendarra,lemon tree passage,3233,nsw,08,01,1968,L245,LACLAN,T130,TABAT,4441
rec-1007-dup-0,reekah,modystach,34,tauss place,pyramid c ara park,revesyb,2216,nsw,13,11,1934,R200,RAC,M323,MADYSTAC,4452
rec-375-dup-0,sam,webb,5,deamer cerscent,belaradah,west lakes shore,2570,wa,15,12,1936,S500,SAN,W100,WAB,859
rec-1967-dup-4,elixa,mason,57,kennedy street,brentwoodl vlge,bundabma,4076,tas,24,11,1907,E420,ELAX,M250,MASAN,1064
rec-1092-dup-0,lucas,rya,71,walker xrescent,brackenrgae,belrose,5024,vic,23,03,1984,L220,LAC,R000,RY,3446
rec-1925-dup-1,alexandra,,8,anembo s treet,glenlee,frankston,4818,nsw,05,03,1993,A425,ALAXANDR,,,1091
rec-1336-org,brooklyn,rees,77,kingsmill street,willandra,cabramatta,2035,vic,05,12,1984,B624,BRACLYN,R200,R,4456
rec-541-org,joshua,belperio,5,castlereagh crescent,manor court,maryborough,7310,nsw,28,10,1906,J200,JAS,B416,BALPAR,4458
rec-177-org,joshua,parr,63,,corcoran,bungwahl,6251,vic,25,05,1995,J200,JAS,P600,PAR,3582
rec-334-org,natalia,nguyen,0,parer street,mayo specialist medical centre cnr comme,hawthorn,3021,wa,19,02,1967,N340,NATAL,N250,NGAYAN,-1
rec-107-org,christopher,vilums,14,rene street,,crows nest,4754,sa,27,11,1985,C623,CRASTAFAR,V452,VALAN,1854
rec-572-dup-0,cassandra,leoanrdi,0,clarkson street,yandar ms 582,ringwood,2281,nsw,04,04,1903,C253,CASANDR,L563,LANRD,2528
rec-29-org,aidan,horsley,25,rosenthal street,wattle brae,irvingdale,3082,vic,04,10,1916,A350,ADAN,H624,HARSLY,3354
rec-755-org,reuben,edgecombe,6,ashburton circuit,north avenue,palmerston,4213,vic,12,05,1992,R150,RABAN,E322,EDGACANB,607
rec-1940-dup-0,raquel,leslie,37,medley street,tamar arcade,athelstone,4308,sa,28,03,1990,R240,RAGAL,L240,LASLY,1655
rec-591-dup-0,sarah,mchenr,528,,john flynn medical centre,batlow,4564,vic,15,05,1902,S600,SAR,M256,MCANR,4463
rec-732-dup-2,cassandra,udr,3025,gundara street,,st albans,3020,wa,01,07,1927,C253,CASANDR,U360,UDR,813
rec-1212-org,lucy,clarke,1,kriewaldt circuit,rosehill,torquay,3084,sa,,,,L200,LACY,C462,CLARC,4467
rec-959-org,brooke,wyllie,40,rumker place,huntington,woodcroft,4655,nsw,09,04,1970,B620,BRAC,W400,WYLY,3054
rec-1655-dup-0,papp-horvath,emma,115,appel rescent,glen-moria,allamie,2222,nsw,13,07,1962,P161,PAPFARVAT,E500,EN,2413
rec-1319-org,holly,benger,84,trenwith close,country house 5 milton park,east maitland,5540,,15,01,1948,H400,HALY,B526,BANGAR,-1
rec-1937-org,hannah,reeh,11,badenoch crescent,kayannie,springwood,3019,nsw,25,07,1907,H500,HAN,R000,R,-1
rec-1196-dup-1,finlay,rivers,5,crisp circuit,kersey's outh,newstead,2071,vic,30,11,1911,F540,FANLY,R162,RAVAR,1791
rec-450-org,kristen,redmond,55,chowne street,,christies beach,3802,nsw,16,04,1971,K623,CRASTAN,R355,RADNAD,-1
rec-1460-dup-2,noah,weller,67,swanton street,morago,valentine,7307,nsw,03,07,1944,N000,N,W460,WALAR,2419
rec-1131-org,lauren,heenan,15,warland place,belbee,st clair,3630,sa,30,06,1949,L650,LARAN,H550,HANAN,4430
rec-300-org,james,croker,109,aston crescent,loma langie,coober pedy,4305,nsw,23,09,1917,J520,JAN,C626,CRACAR,4469
rec-264-org,harry,stubbs,1,mountain creek road,nuffield village,eaton,7310,vic,13,11,1972,H600,HARY,S312,STAB,21
rec-1543-dup-3,jarvis,matthews,95,derringtonc rescent,the meadows,centennial park,2073,nsw,15,03,1975,J612,JARV,M320,MATAE,3472
rec-346-dup-0,luke,goldsworthy,50,wheelercrdscent,glenburn,ingleburn,6042,nsw,11,07,1976,L200,LAC,G432,GALDSWARTY,4151
rec-1124-dup-3,molly,mccarthy,63,kanbi lace,,osborne park,2166,nsw,29,05,1940,M400,MALY,M263,MCARTY,1021
rec-671-dup-1,shanaye,robson,56,anzac park,,ettalong,3149,qld,31,01,1984,S500,SANAY,R125,RABSAN,4471
rec-624-org,daniel,jardine,16,lanley square,,normanton,2580,act,30,11,1933,D540,DANAL,J635,JARDAN,2990
rec-993-dup-2,jake,rudkiewicz,15,booroondars street,ascot park,salisbury east,2074,nsw,15,11,1900,J200,JAC,R322,RADCAEAC,3833
rec-1307-dup-2,campbell,abbey,81,adair street,arcadai,wantirna,6051,sa,08,11,1921,C514,CANPBAL,A100,ABY,4483
rec-945-dup-2,heath,nicoloe,4,bennelong cfescent,,pagr,850,nsw,17,01,1951,H300,HAT,N240,NACAL,2586
rec-995-org,lauren,noack,41,miago court,clisby farm,combara,6722,sa,19,09,1902,L650,LARAN,N200,NAC,4488
rec-785-dup-3,callum,jankus,132,wyncliffe,mcgivern crescent,sylvania,3187,nsw,25,09,1993,C450,CALAN,J522,JANC,3320
rec-954-dup-2,jack,mcgurk,33,marrawa h street,,frenchs forest,3462,nsw,14,08,1994,J200,JAC,M262,MCGARC,3039
rec-1094-org,catherine,graue,88,maranboy street,walhalla,brookfield,2207,nsw,17,09,1907,C365,CATARAN,G600,GR,4348
rec-877-dup-1,aiden,velkovska,51,yarrawong a street,edinburgh caravan,oakleigh,2485,wa,10,06,1922,A350,ADAN,V421,VALCAVSC,4490
rec-817-dup-1,lily,nguyen,43,hirschfeldcrescent,afflexian,milperra,2084,wa,26,01,1927,L400,LALY,N250,NGAYAN,4493
rec-1986-org,jonah,thorpe,644,monkman street,wonga square,canley heights,5025,vic,20,04,1958,J500,JAN,T610,TARP,4505
