rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,day,month,year,given_name_soundex,given_name_nysiis,surname_soundex,surname_nysiis,match_id
rec-816-org,trey,tiller,43,deamer crescent,cherrybank,campbelltown,2063,sa,08,02,1994,T600,TRY,T460,TALAR,816
rec-3430-org,sophie,thredgold,43,bramble street,tigers hill,montmorency,6210,sa,05,07,1983,S100,SAFY,T632,TRADGALD,3430
rec-4414-org,joel,campbell,2,hamelin crescent,,riverstone,3168,vic,10,11,1962,J400,JAL,C514,CANPBAL,4414
rec-2264-org,madeline,volpato,7,elliott street,lakeview park,glenhaven,6442,vic,26,11,1934,M345,MADALAN,V413,VALPAT,2264
rec-2008-org,nicole,riddell,9,saunders street,scts crk,macquarie park,6323,nsw,01,06,1904,N240,NACAL,R340,RADAL,2008
rec-1777-org,tommy,green,122,nanima road,port 44,lower templestowe,6064,vic,06,10,1990,T500,TANY,G650,GRAN,1777
rec-437-org,mikayla,heans,2,alexandra street,anona farm,broken hill,2444,qld,03,03,1951,M240,MACAYL,H520,HAN,437
rec-4220-org,william,nguyen,52,tantangara street,anzac house (cnr archer s street,kingsthorpe,2580,sa,03,12,1934,W450,WALAN,N250,NGAYAN,4220
rec-4249-org,yana,stanesby,8,blamey crescent,the gums,flinders park,7260,vic,15,04,1908,Y500,YAN,S352,STANASBY,4249
rec-4741-org,aidan,finlay,393,cowper street,,aitkenvale,6064,qld,26,12,1961,A350,ADAN,F540,FANLY,4741
rec-3948-org,thomas,parr,71,plowman place,linton vlge,daw park,5159,nsw,14,07,1901,T520,TAN,P600,PAR,3948
rec-1470-org,ruby,paine,27,tatchell street,belandean,lennox head,3350,nsw,05,06,1903,R100,RABY,P500,PAN,1470
rec-2833-org,jed,kempton,45,novar street,kalang,corrimal,2756,wa,24,12,1999,J300,JAD,K513,CANPTAN,2833
rec-3417-org,ella,campbell,873,connibere crescent,albion heights,bronte,4078,nsw,30,10,1959,E400,EL,C514,CANPBAL,3417
rec-1919-org,noah,bishop,12,stobie place,highgate,bailey creek,2134,qld,03,04,1913,N000,N,B210,BASAP,1919
rec-1110-org,emma,adzaip,38,amherst street,villa 2,nairne,4860,sa,21,04,1905,E500,EN,A321,ADSAP,1110
rec-4354-org,simon,clarke,21,verdon street,antanoff' south,warracknabeal,2777,vic,30,07,1963,S550,SANAN,C462,CLARC,4354
rec-2236-org,alexandra,finlay,3,erldunda circuit,neaavie,cooroy,2147,nsw,23,07,1960,A425,ALAXANDR,F540,FANLY,2236
rec-2722-org,,beattie,56,howchin place,,mount isa,3912,vic,13,09,1998,,,B300,BATY,2722
rec-3451-org,logan,goldsworthy,21,florentine circuit,settlers hills,ashfield,2571,nsw,17,01,1916,L250,LAGAN,G432,GALDSWARTY,3451
rec-2320-org,alexander,musolino,43,duggan street,the bend,kareela,2483,nsw,17,04,1985,A425,ALAXANDAR,M245,MASALAN,2320
rec-4546-org,arren,wiseman,305,morant circuit,the village condo 7,st albans,2027,vic,19,07,1966,A650,ARAN,W255,WASANAN,4546
rec-3042-org,lydia,ryan,48,davis street,wychwood,eaglemont,3138,nsw,01,07,1937,L300,LYD,R500,RYAN,3042
rec-4170-org,noah,rawlings,6,melrose drive,lethbridge court,darlington,3216,nsw,22,09,1968,N000,N,R452,RALANG,4170
rec-4-org,jayde,crouch,42,weston street,waimaru,niagara park,2119,wa,06,04,1925,J300,JAYD,C620,CRAC,4
rec-3861-org,charlie,gaskin,24,james smith circuit,villa 2,gawler river,2641,vic,04,09,1959,C640,CARLY,G250,GASCAN,3861
rec-1248-org,hayley,wyeth,0,griffin place,terawah station,broadmeadows,6060,vic,29,01,1959,H400,HAYLY,W300,WYAT,1248
rec-2541-org,rebecca,boothroyd,1,gatton street,rosedale,wiseleigh,3690,nsw,03,11,1900,R120,RABAC,B363,BATRAYD,2541
rec-1287-org,alisha,rawlings,40,hyndes crescent,white sands tourist park (cnr beach),bayswater,2754,nsw,22,01,1915,A420,ALAS,R452,RALANG,1287
rec-3981-org,john,tuke,0,moore street,cuthberts court,castlemaine,4558,qld,12,09,1929,J500,JAN,T200,TAC,3981
rec-2698-org,drew,bishop,6,gask place,balala station,heywood,3058,nsw,02,04,1900,D600,DRAE,B210,BASAP,2698
rec-2034-org,alexander,bishop,7,canberra avenue,dunbogan caravan park,ryde,6164,nsw,06,03,1914,A425,ALAXANDAR,B210,BASAP,2034
rec-3173-org,carmen,wiseman,41,sherwin place,wangi shoppng centre,newborough,2216,wa,14,07,1900,C655,CARNAN,W255,WASANAN,3173
rec-432-org,alexander,stephenson,319,kinsella street,windy gully,lalor,5043,vic,16,03,1994,A425,ALAXANDAR,S315,STAFANSAN,432
rec-3013-org,george,mccarthy,35,clubbe crescent,yakilli park,mentone,2540,vic,04,07,1935,G620,GARG,M263,MCARTY,3013
rec-92-org,alana,frahn,530,a'beckett street,pyramid caravn park,lakes entrance,2477,vic,07,03,1963,A450,ALAN,F650,FRAN,92
rec-1065-org,zachary,jevons,79,pankhurst crescent,old farm,oyster bay,4123,nsw,08,09,1901,Z260,ZACARY,J152,JAFAN,1065
rec-3541-org,katelyn,goldsworthy,10,meyers place,tinnaroo falls,bundamba,3127,qld,20,08,1988,K345,CATALYN,G432,GALDSWARTY,3541
rec-2093-org,nicole,madigan,8,carroll street,newton park,goonellabah,2749,qld,19,09,1961,N240,NACAL,M325,MADAGAN,2093
rec-1500-org,jade,stronach,4,broadsmith street,miami,denmark,2251,nsw,02,01,1909,J300,JAD,S365,STRANAC,1500
rec-4204-org,joshua,webb,1,perry drive,shire clerk,greenwood,2583,wa,04,12,1941,J200,JAS,W100,WAB,4204
rec-4166-org,ruby,mason,18,hurley street,,samford valley,3805,qld,28,07,1942,R100,RABY,M250,MASAN,4166
rec-1032-org,harrison,painter,0,nina jones crescent,ballawinna stud,lennox head,6017,vic,05,11,1996,H625,HARASAN,P536,PANTAR,1032
rec-2128-org,flynn,gloster,2,davies place,canowindra,andergrove,2519,nsw,11,09,1957,F450,FLYN,G423,GLASTAR,2128
rec-1900-org,jasmine,matthews,25,osburn drive,marathon mews,burwood,3185,wa,11,12,1969,J255,JASNAN,M320,MATAE,1900
rec-1194-org,daniel,gaden,21,,solander centre,duntroon,6056,qld,06,06,1984,D540,DANAL,G350,GADAN,1194
rec-4735-org,patrick,newbown,8,la perouse street,vaughan vlge,rose bay,6430,qld,20,09,1947,P362,PATRAC,N150,NAEBAON,4735
rec-2160-org,oliver,jacobus,6,tiptree crescent,crestfield,lansvale,4013,vic,31,03,1926,O416,OLAVAR,J212,JACAB,2160
rec-4922-org,ashleigh,rollins,22,mcrae place,mansfield park,dapto,4670,tas,07,03,1918,A242,ASLAG,R452,RALAN,4922
rec-1214-org,mitchell,matthews,21,kulgera street,the willows,north beach,4109,vic,01,07,1959,M324,MATCAL,M320,MATAE,1214
rec-4617-org,lucy,kranenborg,19,clara close,blue hills,bargara,6030,nsw,27,08,1974,L200,LACY,K655,CRANANBARG,4617
rec-278-org,samuel,gilbertson,7,phillips place,bulliac street,potts point,6151,qld,11,10,1958,S540,SANAL,G416,GALBARTSAN,278
rec-581-org,jayme,frew,18,la trobe close,water fall,ballarat,2540,vic,31,08,1996,J500,JAYN,F600,FRAE,581
rec-2780-org,,ryan,12,breona place,lakes retirement estate,highton,4207,nsw,21,08,1962,,,R500,RYAN,2780
rec-2864-org,alia,taubert,178,maurice place,lindsey rise,belmont,4802,nsw,25,01,1916,A400,AL,T163,TABAD,2864
rec-3294-org,shane,milburn,4,topp place,north nowra shopping centre,gunalda,2257,vic,11,03,1930,S500,SAN,M416,MALBARN,3294
rec-3409-org,anthony,gripton,5,blackburn street,westella,peregian beach,3020,nsw,04,08,1989,A535,ANTANY,G613,GRAPTAN,3409
rec-457-org,thomas,mcauslan,14,truganini place,,bongaree,5046,nt,28,10,1980,T520,TAN,M224,MCASLAN,457
rec-3910-org,bianca,brummer-archer,311,henry melville crescent,rosetta village,strathdickie,3023,qld,05,07,1989,B520,BANC,B656,BRANARARCAR,3910
rec-2157-org,riley,bishop,15,hyndes crescent,villa 2,toukley,2641,qld,20,10,1974,R400,RALY,B210,BASAP,2157
rec-3782-org,tiffany,,26,southern close,westleigh,kirribilli,3437,qld,01,03,1986,T150,TAFANY,,,3782
rec-370-org,isabella,lowe,18,wolff crescent,learmont,sylvania,2032,nsw,16,11,1977,I214,ISABAL,L000,LAO,370
rec-3762-org,kai,wilczek,83,oliver street,appleglen,toowoomba,2785,wa,02,05,1929,K000,C,W422,WALCSAC,3762
rec-4388-org,ashleigh,neumann,13,hadlow drive,ningana,canterbury,2208,vic,27,11,1996,A242,ASLAG,N550,NANAN,4388
rec-2212-org,samuel,goldsworthy,28,louis loder street,grant patch,naremburn,4055,sa,07,06,1927,S540,SANAL,G432,GALDSWARTY,2212
rec-4441-org,deakin,michelmore,0,percival street,west aerodrome,kyogle,2540,vic,30,10,1991,D250,DACAN,M245,MACALNAR,4441
rec-1123-org,gabrielle,rees,27,julia flynn avenue,villa 2,leongatha,4300,vic,20,07,1958,G164,GABRAL,R200,R,1123
rec-4081-org,mackenzie,collinson,24,beaurepaire crescent,riverside park,maryborough,3444,nsw,03,08,1975,M252,MCANSY,C452,CALANSAN,4081
rec-3812-org,dean,webb,52,buggy crescent,mount patrick,stratton,3138,nsw,28,11,1917,D500,DAN,W100,WAB,3812
rec-4445-org,tara,nguyen,38,anembo street,hattah-kulkyne,kurri kurri,4405,nsw,10,04,1964,T600,TAR,N250,NGAYAN,4445
rec-2211-org,abbie,limbert,7,burraly court,yurnga,oyster bay,7310,sa,13,10,1906,A100,ABY,L516,LANBAD,2211
rec-4872-org,lachlan,white,1,atherton street,the mews royal hotel bldg,alexandra bridge,3390,vic,22,04,1981,L245,LACLAN,W300,WAT,4872
rec-2585-org,harvey,roselli,132,twelve trees crescent,dargam,reynella,3089,vic,,,,H610,HARVY,R240,RASAL,2585
rec-3571-org,emiily,wilson-wheeler,1,woolcock street,willandra,taree,2477,qld,25,06,1961,E540,ENALY,W425,WALSANWALAR,3571
rec-2728-org,gemma,lowe,36,forbes street,nunkeri (cnr linburn r road,trevallyn,3199,wa,24,05,1970,G500,GAN,L000,LAO,2728
rec-4993-org,sarah,de crespigny,16,maurice place,allandale,somers,2250,vic,13,01,1913,S600,SAR,D262,DACRASPAGNY,4993
rec-1069-org,amelia,lowry,54,jandamarra street,ellwood,kinglake east,4208,qld,09,10,1923,A540,ANAL,L600,LAORY,1069
rec-3474-org,josephine,gallio,23,marsden street,sunnydale cottage,blacktown,2753,qld,27,02,1923,J215,JASAFAN,G400,GAL,3474
rec-2560-org,danjel,ang,8,reader court,villa 2,arundel,3146,nsw,12,09,1947,D524,DANJAL,A520,ANG,2560
rec-2537-org,harrison,weaver,24,adair street,,charlestown,2229,nsw,27,03,1910,H625,HARASAN,W160,WAVAR,2537
rec-2458-org,bianca,morrison,224,sharland place,brindabella specialist centre,evanston,4702,vic,28,07,1904,B520,BANC,M625,MARASAN,2458
rec-742-org,jesse,rankine,977,mcgivern crescent,minoru,salisbury heights,4228,qld,16,02,1972,J200,JAS,R525,RANCAN,742
rec-3161-org,ellie,oatey,84,woollum street,blaxlands ck,lower templestowe,2196,wa,19,04,1939,E400,ELY,O300,OATY,3161
rec-494-org,elisha,gibb,59,weavell place,st vincents hospital,tawonga south,2119,nsw,06,06,1949,E420,ELAS,G100,GAB,494
rec-827-org,michael,heidrich,49,degraves crescent,wonga square,samford,6104,nsw,10,09,1944,M240,MACAL,H362,HADRAC,827
rec-2415-org,chloe,coleman,50,mina wylie crescent,monto caravan park,gowrie,3114,sa,01,07,1985,C400,CL,C455,CALANAN,2415
rec-3108-org,georgia,carbone,20,ross smith crescent,medical centre,southbank,3070,vic,25,08,1991,G620,GARG,C615,CARBAN,3108
rec-1217-org,maddison,mahon,62,ellenborough street,brentwood vlge,east gordon,2224,qld,11,11,1938,M325,MADASAN,M500,MAHAN,1217
rec-1782-org,sophie,burford,17,merfield place,legacy units,surat,3144,wa,31,10,1932,S100,SAFY,B616,BARFAD,1782
rec-141-org,peta,callister,16,baracchi crescent,jaholma park,moranbah,2117,qld,10,01,1970,P300,PAT,C423,CALASTAR,141
rec-2068-org,molly,garcia,1,chuculba crescent,arawang,ballarat,2048,qld,03,11,1957,M400,MALY,G620,GARC,2068
rec-3928-org,molly,burford,19,erldunda circuit,rcg centre,ermington,3081,qld,19,11,1918,M400,MALY,B616,BARFAD,3928
rec-3920-org,jacqueline,pride,9,william webb drive,bell place (cnr bell r road,richardson,4065,nsw,08,07,1983,J245,JACGALAN,P630,PRAD,3920
rec-4582-org,daniel,mcard,34,maccallum circuit,westwood homestead,homebush,2619,nsw,27,09,1992,D540,DANAL,M263,MCAD,4582
rec-4776-org,georgia,metaxiotis,15,augustus way,moodwood angus stud,tuart hill,3196,vic,27,06,1913,G620,GARG,M323,MATAXAT,4776
rec-2067-org,katharine,penno,91,cuthbert circuit,brentwood vlge,long jetty,3215,qld,25,12,1949,K365,CATARAN,P500,PAN,2067
rec-996-org,emiily,finlay,61,coranderrk street,john flynn medical centre,ulverstone,3043,vic,31,07,1907,E540,ENALY,F540,FANLY,996
rec-575-org,jorja,green,29,moon place,yakilli park,junee,7307,sa,06,01,1959,J620,JARJ,G650,GRAN,575
rec-4797-org,matthew,lock,14,shoalhaven avenue,nootina,ringwood,2207,sa,25,11,1993,M300,MATAE,L200,LAC,4797
rec-2809-org,lily,mounce,92,symers street,donald coburn lodg,ferryden park,2100,qld,24,02,1900,L400,LALY,M520,MANC,2809
rec-1577-org,lachlan,stanley,28,cottam place,plainview,mount samson,7310,nsw,24,08,1974,L245,LACLAN,S354,STANLY,1577
rec-206-org,lewis,westbrook,14,hutchison crescent,ohio station,seaforth,4128,vic,17,12,1908,L200,LAE,W231,WASTBRAC,206
rec-2772-org,william,george,31,kidman close,ocean breeze,labrador,3438,sa,14,02,1925,W450,WALAN,G620,GARG,2772
rec-1634-org,alicia,miles,69,eggleston crescent,wunnamurra homestead,brighton,3020,vic,24,11,1970,A420,ALAC,M420,MAL,1634
rec-2039-org,marcus,chandler,5,rason place,sect 329,flagstaff hill,2226,vic,17,04,1970,M622,MARC,C534,CANDLAR,2039
rec-290-org,george,webb,16,beatham close,nelsons lake,lakemba,2064,nsw,11,12,1972,G620,GARG,W100,WAB,290
rec-905-org,jemima,apathy,79,,unfaan,dandenong north,3000,sa,19,07,1983,J550,JANAN,A130,APATY,905
rec-3696-org,toby,walkley,29,hatfield street,st helens,albury,2528,nsw,08,06,1935,T100,TABY,W424,WALCLY,3696
rec-3449-org,lily,collier,47,sargood street,amelia,port macquarie,3148,vic,13,04,1986,L400,LALY,C460,CALAR,3449
rec-3789-org,casey,fitzpatrick,34,hugh mckay crescent,glass house,hamilton,4178,nsw,11,04,1932,C200,CASY,F321,FATSPATRAC,3789
rec-3609-org,gillian,lilee,9,yarra street,glen-erin,granville,2518,nsw,09,10,1918,G450,GALAN,L400,LALY,3609
rec-1805-org,jackson,thorpe,21,grayson street,kilwinning,daisy hill,3058,nsw,26,05,1946,J250,JACSAN,T610,TARP,1805
rec-119-org,sarah,jolly,2192,callaway crescent,spring ridge,kingsville,3995,wa,27,11,1916,S600,SAR,J400,JALY,119
rec-324-org,aidan,finlay,27,maribyrnong avenue,villa 3,roleystone,2000,,16,11,1913,A350,ADAN,F540,FANLY,324
rec-2909-org,tristan,quilliam,14,banner street,marjidin,ulverstone,3250,sa,14,12,1967,T623,TRASTAN,Q450,QALAN,2909
rec-4747-org,roberta,caire,14,welch place,port 44,beaconsfield upper,5113,sa,18,04,1963,R163,RABART,C600,CAR,4747
rec-1027-org,luke,hursey,23,turriff street,inishmore,port franklin,4017,qld,23,09,1922,L200,LAC,H620,HARSY,1027
rec-845-org,arki,mason,5,verran place,rowethorpe,frankston,6147,vic,22,10,1985,A620,ARC,M250,MASAN,845
rec-1038-org,mia,crofts,101,nunan crescent,wilga,millmerran,4850,sa,22,07,1955,M000,M,C613,CRAFT,1038
rec-1424-org,braiden,hering,26,snowden place,peppercorn lodge,new farm,3016,nsw,08,04,1924,B635,BRADAN,H652,HARANG,1424
rec-1392-org,joshua,clarke,1,savery street,bexley,carnegie,3028,sa,01,11,1901,J200,JAS,C462,CLARC,1392
rec-1105-org,nicholas,jenvey,59,bogan place,hopeview,bundaberg,2440,nsw,31,12,1992,N242,NACAL,J510,JANVY,1105
rec-2754-org,ellen,schumann,51,barr-smith avenue,glengariffe,ridleyton,4034,qld,07,05,1961,E450,ELAN,S550,SANAN,2754
rec-2142-org,sarah,leslie,740,baddeley crescent,flt 10,jamboree heights,4053,vic,04,06,1911,S600,SAR,L240,LASLY,2142
rec-2396-org,christopher,menzies,39,maclachlan street,kinglake central,malvern,2621,nsw,21,07,1918,C623,CRASTAFAR,M522,MANS,2396
rec-2104-org,olivia,leong,75,naismith place,mckail,deer park,3177,nsw,31,08,1982,O410,OLAV,L520,LANG,2104
rec-1306-org,erin,fassina,80,croton street,rockview ashtead,werrington,2066,nsw,12,12,1956,E650,ERAN,F250,FASAN,1306
rec-279-org,lachlan,laing,65,,bega flats,parap,4101,nsw,04,03,1924,L245,LACLAN,L520,LANG,279
rec-4917-org,,staunton-smith,68,frome street,kookaburra village,broken hill,2870,vic,17,01,1982,,,S353,STANTANSNAT,4917
rec-2343-org,reegan,noble,4,kauper street,poplars,carlingford,7173,vic,11,12,1950,R250,RAGAN,N140,NABL,2343
rec-915-org,emerson,soulemezis,15,marshall street,birks harbour,st albans,2135,vic,05,08,1945,E562,ENARSAN,S452,SALANAS,915
rec-4310-org,phoebe,dixon,7,ambalindum street,bracken leigh,yass,6027,tas,19,01,1996,P100,FAB,D250,DAXAN,4310
rec-794-org,kristen,godfrey,48,dumas street,dromard,bray park,4157,sa,25,04,1970,K623,CRASTAN,G316,GADFRY,794
rec-4913-org,nicholas,morcom,13,mcbryde crescent,phillip lodge,toowoomba,3364,qld,08,06,1936,N242,NACAL,M625,MARCAN,4913
rec-1531-org,aidan,minorchio,13,chewings street,ningana,vermont,6056,qld,04,06,1950,A350,ADAN,M562,MANARC,1531
rec-3969-org,josephine,hohn,8,pandanus street,rosebridge,avoca beach,3173,vic,01,05,1944,J215,JASAFAN,H500,HAN,3969
rec-4551-org,joshua,stubbs,50,bimbiang crescent,rosetta village,holsworthy,3071,nsw,12,02,1958,J200,JAS,S312,STAB,4551
rec-4665-org,ky,morrison,275,hardie close,arthur river park,mount eliza,2031,nsw,20,11,1941,K000,CY,M625,MARASAN,4665
rec-382-org,ella,mahon,51,ulm street,naygoondy,northmead,2086,nsw,20,05,1933,E400,EL,M500,MAHAN,382
rec-3391-org,madelyn,blizard,6,southwood retreat,hoxton park,northgate,2067,vic,15,02,1954,M345,MADALYN,B426,BLASAD,3391
rec-1081-org,caitlin,white,174,collyburl crescent,,kurwongbah,2456,nsw,07,12,1943,C345,CATLAN,W300,WAT,1081
rec-4610-org,rachel,matthews,32,kirkcaldie circuit,malladup,ruse,4720,vic,07,12,1940,R240,RACAL,M320,MATAE,4610
rec-1987-org,cameron,prideaux,50,oakes street,evenstar,condon,6164,nsw,15,06,1999,C565,CANARAN,P632,PRADAX,1987
rec-2925-org,lachlan,lanyon,34,maranoa street,,elsternwick,2228,wa,30,09,1995,L245,LACLAN,L550,LANYAN,2925
rec-995-org,isabella,westbrook,20,yanda street,carlow,seven hills,2048,tas,07,08,1973,I214,ISABAL,W231,WASTBRAC,995
rec-1259-org,talia,allard,2,groom street,fair lea,newmarket,6064,qld,20,02,1906,T400,TAL,A463,ALAD,1259
rec-157-org,lachlan,coleman,59,marsden street,bell place (cnr bell r road,richmond west,3995,tas,05,03,1906,L245,LACLAN,C455,CALANAN,157
rec-4194-org,nicholas,leslie,10,de little circuit,retirement village,daisy hill,4802,nsw,31,12,1969,N242,NACAL,L240,LASLY,4194
rec-3764-org,talia,,22,raymond street,norillee,newborough,2303,nsw,28,05,1944,T400,TAL,,,3764
rec-133-org,jackson,koklas,43,cousin place,villa 2,pearcedale,7018,wa,01,07,1985,J250,JACSAN,K242,CACL,133
rec-3340-org,jacob,green,1,strickland crescent,rosetta village,hectorville,4655,nsw,23,06,1966,J210,JACAB,G650,GRAN,3340
rec-3136-org,pakita,o'shannessy,83,handasyde street,villa 3,torquay,4878,qld,18,02,1927,P230,PACAT,O252,O'SANASY,3136
rec-4673-org,jesse,bagwell,12,tuckey place,ellangowan,urangan,4659,nsw,14,09,1993,J200,JAS,B240,BAGWAL,4673
rec-2750-org,jessica,shepherd,60,mackney place,aprtmt 34,albion park,4207,nsw,11,04,1973,J220,JASAC,S163,SAFAD,2750
rec-2242-org,michael,shepherd,39,pinkerton circuit,millwood,camira,3377,nsw,08,10,1930,M240,MACAL,S163,SAFAD,2242
rec-3162-org,lachlan,rees,25,darwinia terrace,moline village,ulverstone,3162,vic,17,10,1913,L245,LACLAN,R200,R,3162
rec-1864-org,ruby,donaldson,42,,glenbrook orchard,appin,2035,tas,14,10,1914,R100,RABY,D543,DANALDSAN,1864
rec-2281-org,elijah,asher,18,blakey close,,east hills,3194,nsw,23,07,1948,E420,ELAJ,A260,ASAR,2281
rec-3385-org,shanaye,carbone,41,haystack crescent,st vincents hospital,matong,3690,nsw,19,05,1930,S500,SANAY,C615,CARBAN,3385
rec-2312-org,ella,ryan,18,marshall street,mayflower retrmnt vlge,coolaroo,2365,wa,19,05,1951,E400,EL,R500,RYAN,2312
rec-747-org,cade,coleman,21,damala street,mater professional centre,minchinbury,2280,sa,23,11,1947,C300,CAD,C455,CALANAN,747
rec-3176-org,lauren,,42,moore street,jormaizee,mullaloo,3182,sa,14,03,1960,L650,LARAN,,,3176
rec-1020-org,phillip,finlay,0,maclachlan street,arcadia,glendale,6171,qld,23,06,1908,P410,FALAP,F540,FANLY,1020
rec-4145-org,william,kempe,18,dallachy place,yarrawah,keysborough,5043,qld,03,01,1928,W450,WALAN,K510,CANP,4145
rec-3515-org,cooper,perth,52,blacket street,avalyn,young,2580,qld,07,01,1995,C160,CAPAR,P630,PART,3515
rec-3996-org,georgia,maynard,10,temperley street,tieve tara,toowong,3175,qld,24,03,1970,G620,GARG,M563,MAYNAD,3996
rec-4321-org,natalia,bissett,42,springvale drive,star court arcade,kaleen,4218,qld,22,04,1950,N340,NATAL,B230,BASAT,4321
rec-2880-org,emiily,paterson,7,gruner street,platina,seaforth,5157,vic,18,03,1984,E540,ENALY,P362,PATARSAN,2880
rec-2796-org,brooklyn,ryan,1,sainsbury street,pine hill,american river,3241,nsw,16,05,1920,B624,BRACLYN,R500,RYAN,2796
rec-953-org,charlotte,heuston,92,wayal place,memorial hospital,cremorne,2619,vic,28,04,1997,C643,CARLAT,H235,HASTAN,953
rec-1159-org,rhys,mason,49,geils court,banksia village,maryborough,5066,wa,08,06,1900,R200,RY,M250,MASAN,1159
rec-4696-org,samuel,green,13,cordeaux street,mornington ret vlg,woorinen,6153,nsw,21,12,1991,S540,SANAL,G650,GRAN,4696
rec-2589-org,,lowry,150,syron place,wirong,,4066,vic,23,09,1988,,,L600,LAORY,2589
rec-2258-org,thomas,brock,117,temperley street,northwood park,port macquarie,4670,sa,24,06,1952,T520,TAN,B620,BRAC,2258
rec-585-org,danny,stephenson,16,o'shanassy street,banksia village,armidale,3130,tas,19,10,1983,D500,DANY,S315,STAFANSAN,585
rec-4608-org,paris,green,19,zamia place,glendower,frankston,5159,qld,17,11,1929,P620,PAR,G650,GRAN,4608
rec-1973-org,jack,vick,23,noble close,st johns retirement,rivett,7252,nsw,05,09,1955,J200,JAC,V200,VAC,1973
rec-3135-org,gianni,campbell,39,spring range road,,putney,2602,vic,28,12,1991,G500,GAN,C514,CANPBAL,3135
rec-2395-org,jacinta,bastiaans,12,bean crescent,barwon station,narellan,3074,qld,03,08,1933,J253,JACANT,B235,BASTAN,2395
rec-1624-org,henry,martinello,48,fred lane crescent,coorabil,northampton,2794,qld,17,06,1941,H560,HANRY,M635,MARTANAL,1624
rec-4438-org,jordan,noble,4,kosciusko avenue,st francis vlge,surry hills,2170,wa,20,08,1927,J635,JARDAN,N140,NABL,4438
rec-1596-org,alexander,green,18,julia flynn avenue,sec 375,connolly,2516,nsw,24,10,1907,A425,ALAXANDAR,G650,GRAN,1596
rec-3925-org,adam,yu,33,wittenoom crescent,ashell,werrington,2203,vic,07,07,1941,A350,ADAN,Y000,Y,3925
rec-2267-org,jacqueline,tomich,34,giles street,noorla,kilsyth,7030,wa,09,06,1923,J245,JACGALAN,T520,TANAC,2267
rec-4765-org,riley,godfrey,0,clift ck,the lodge,oakwood,3108,nsw,21,11,1945,R400,RALY,G316,GADFRY,4765
rec-3779-org,ajay,chetwyn,13,cope place,c/-the student village,,2164,nsw,22,02,1929,A200,AJY,C350,CATWYN,3779
rec-4188-org,andrew,mason,12,starling place,brentwood vlge,rosewater,5086,nsw,15,11,1932,A536,ANDRAE,M250,MASAN,4188
rec-2846-org,lauren,mcneill,37,caley crescent,gimberts road,kilsyth,3752,qld,27,05,1905,L650,LARAN,M254,MCNAL,2846
rec-4077-org,juliana,matthews,1261,lamington street,mount patrick,brighton-le-sands,2287,vic,23,01,1903,J450,JALAN,M320,MATAE,4077
rec-660-org,evan,wilkey,26,gudgenby close,portland house,park orchards,4818,vic,04,12,1957,E150,EVAN,W420,WALCY,660
rec-4731-org,aleisha,mason,120,appel crescent,gillin park,tanilba bay,3936,nsw,22,05,1986,A420,ALAS,M250,MASAN,4731
rec-547-org,jack,ziersch,9,badcoe street,belvedere,new farm,5501,wa,24,10,1974,J200,JAC,Z620,ZARS,547
rec-1957-org,kelsea,hoebee,83,paul coe crescent,,st kilda,6027,wa,05,07,1997,K420,CALS,H100,HABY,1957
rec-1618-org,thomas,campbell,35,lethbridge street,scenic lodge,paddington,2450,nsw,10,07,1961,T520,TAN,C514,CANPBAL,1618
rec-3289-org,megan,jessup,5,wyatt street,beachfront caravan park,ringwood,3225,nsw,28,09,1901,M250,MAGAN,J210,JASAP,3289
rec-32-org,caleb,spurden,119,mcalpine place,greenslopes,boyne island,4228,sa,16,08,1958,C410,CALAB,S163,SPARDAN,32
rec-3066-org,jack,juric,0,chuculba crescent,,goonellabah,4017,nsw,01,11,1979,J200,JAC,J620,JARAC,3066
rec-2829-org,timothy,de angelis,95,casey crescent,lumeah homes,brighton,3400,sa,09,07,1991,T530,TANATY,D524,DANGAL,2829
rec-884-org,riley,loehr,20,caldwell street,springdale,maitland,4680,tas,23,07,1900,R400,RALY,L600,LAR,884
rec-1971-org,amelia,green,60,beasley street,silver sand caravan park,charlestown,3199,vic,24,08,1916,A540,ANAL,G650,GRAN,1971
rec-3843-org,talia,bramble,5,wattle street,taree caravn park,north bondi,5074,vic,23,06,1909,T400,TAL,B651,BRANBL,3843
rec-832-org,benjamin,spaans,72,ellerston avenue,birkenau,kulnura,5082,qld,04,08,1901,B525,BANJANAN,S152,SPAN,832
rec-362-org,jessica,ditty,22,dunlop street,oak-lodge,bundaberg,3183,nsw,28,03,1950,J220,JASAC,D300,DATY,362
rec-4317-org,scott,buterfield,116,crozier circuit,uc-dai-loi,noble park,2213,qld,31,07,1923,S300,SCAT,B361,BATARFALD,4317
rec-2545-org,ashleigh,white,34,hutchison crescent,harefield,east hills,2354,nsw,03,10,1926,A242,ASLAG,W300,WAT,2545
rec-2187-org,emma,scappatura,3,reuther street,wattle brae,east fremantle,3129,nsw,22,05,1939,E500,EN,S136,SCAPATAR,2187
rec-1524-org,lily,krishnan,25,bourne street,redhill,keysborough,2640,qld,03,10,1968,L400,LALY,K625,CRASNAN,1524
rec-2587-org,tori,reid,16,arthur circle,nowra mall,lalor,2176,vic,25,04,1957,T600,TAR,R300,RAD,2587
